x_rel,y_rel,x_abs,res
64.95566768456503,48.0,2385.011067671041 Hz,high
65.15736627484718,48.0,2392.2205180045557 Hz,high
65.35906486512931,48.0,2399.42996833807 Hz,high
65.56076345541146,48.5,2406.6394186715847 Hz,high
65.76246204569361,48.5,2413.8488690050995 Hz,high
65.96416063597574,48.5,2421.0583193386133 Hz,high
66.1658592262579,48.5,2428.267769672128 Hz,high
66.36755781654004,48.5,2435.4772200056427 Hz,high
66.56925640682218,48.0,2442.686670339157 Hz,high
66.77095499710433,48.5,2449.8961206726713 Hz,high
66.97265358738646,48.5,2457.1055710061855 Hz,high
67.17435217766861,48.5,2464.3150213397003 Hz,high
67.37605076795076,48.5,2471.524471673215 Hz,high
67.5777493582329,48.0,2478.733922006729 Hz,high
67.77944794851504,48.0,2485.9433723402435 Hz,high
67.98114653879718,48.0,2493.152822673758 Hz,high
68.18284512907933,48.0,2500.3622730072725 Hz,high
68.38454371936147,48.0,2507.5717233407872 Hz,high
68.58624230964361,48.0,2514.781173674301 Hz,high
68.78794089992576,48.0,2521.9906240078158 Hz,high
68.9896394902079,47.5,2529.2000743413305 Hz,high
69.19133808049004,48.0,2536.4095246748448 Hz,high
69.39303667077219,48.0,2543.6189750083595 Hz,high
69.59473526105432,48.0,2550.8284253418733 Hz,high
69.79643385133647,48.0,2558.037875675388 Hz,high
69.99813244161862,48.0,2565.2473260089027 Hz,high
70.19983103190076,48.0,2572.456776342417 Hz,high
70.4015296221829,48.0,2579.6662266759313 Hz,high
70.60322821246504,48.0,2586.8756770094456 Hz,high
70.80492680274719,48.0,2594.0851273429603 Hz,high
71.00662539302934,48.0,2601.294577676475 Hz,high
71.20832398331147,48.0,2608.504028009989 Hz,high
71.41002257359362,47.5,2615.7134783435035 Hz,high
71.61172116387576,47.5,2622.922928677018 Hz,high
71.8134197541579,48.0,2630.1323790105325 Hz,high
72.01511834444005,48.0,2637.3418293440473 Hz,high
72.21681693472219,48.0,2644.551279677561 Hz,high
72.41851552500434,48.0,2651.760730011076 Hz,high
72.62021411528649,48.0,2658.9701803445905 Hz,high
72.82191270556862,48.0,2666.179630678105 Hz,high
73.02361129585077,48.0,2673.3890810116195 Hz,high
73.2253098861329,48.0,2680.5985313451333 Hz,high
73.42700847641505,48.0,2687.807981678648 Hz,high
73.6287070666972,48.0,2695.0174320121628 Hz,high
73.83040565697934,48.0,2702.226882345677 Hz,high
74.03210424726149,48.0,2709.4363326791913 Hz,high
74.23380283754362,48.0,2716.6457830127056 Hz,high
74.43550142782577,48.0,2723.8552333462203 Hz,high
74.63720001810792,48.0,2731.064683679735 Hz,high
74.83889860839005,48.0,2738.274134013249 Hz,high
75.0405971986722,48.0,2745.4835843467636 Hz,high
75.24229578895435,48.0,2752.6930346802783 Hz,high
75.44399437923649,48.0,2759.9024850137926 Hz,high
75.64569296951863,48.0,2767.1119353473073 Hz,high
75.84739155980077,48.0,2774.321385680821 Hz,high
76.04909015008292,48.0,2781.530836014336 Hz,high
76.25078874036507,48.0,2788.7402863478505 Hz,high
76.4524873306472,48.0,2795.949736681365 Hz,high
76.65418592092935,48.0,2803.1591870148795 Hz,high
76.85588451121149,48.0,2810.3686373483933 Hz,high
77.05758310149363,48.0,2817.578087681908 Hz,high
77.25928169177578,48.0,2824.787538015423 Hz,high
77.46098028205792,48.0,2831.996988348937 Hz,high
77.66267887234007,48.0,2839.2064386824513 Hz,high
77.8643774626222,48.0,2846.4158890159656 Hz,high
78.06607605290435,48.0,2853.6253393494803 Hz,high
78.2677746431865,48.0,2860.834789682995 Hz,high
78.46947323346863,48.0,2868.044240016509 Hz,high
78.67117182375078,48.0,2875.2536903500236 Hz,high
78.87287041403293,48.0,2882.4631406835383 Hz,high
79.07456900431507,48.0,2889.6725910170526 Hz,high
79.27626759459721,48.0,2896.8820413505673 Hz,high
79.47796618487935,48.0,2904.091491684081 Hz,high
79.6796647751615,47.5,2911.300942017596 Hz,high
79.88136336544365,48.0,2918.5103923511106 Hz,high
80.08306195572578,48.0,2925.719842684625 Hz,high
80.28476054600793,48.0,2932.9292930181396 Hz,high
80.48645913629007,47.5,2940.1387433516534 Hz,high
80.68815772657221,47.0,2947.348193685168 Hz,high
80.88985631685436,47.5,2954.557644018683 Hz,high
81.0915549071365,48.0,2961.767094352197 Hz,high
81.29325349741865,48.0,2968.9765446857114 Hz,high
81.4949520877008,48.0,2976.185995019226 Hz,high
81.69665067798293,48.0,2983.3954453527404 Hz,high
81.89834926826508,48.0,2990.604895686255 Hz,high
82.10004785854721,48.0,2997.814346019769 Hz,high
82.30174644882936,48.0,3005.0237963532836 Hz,high
82.50344503911151,48.0,3012.2332466867983 Hz,high
82.70514362939365,48.0,3019.4426970203126 Hz,high
82.9068422196758,48.0,3026.6521473538273 Hz,high
83.10854080995793,48.0,3033.861597687341 Hz,high
83.31023940024008,47.5,3041.071048020856 Hz,high
83.51193799052223,48.0,3048.2804983543706 Hz,high
83.71363658080436,48.0,3055.489948687885 Hz,high
83.91533517108651,48.0,3062.6993990213996 Hz,high
84.11703376136865,48.0,3069.9088493549134 Hz,high
84.3187323516508,48.0,3077.118299688428 Hz,high
84.52043094193294,48.0,3084.327750021943 Hz,high
84.72212953221508,49.0,3091.537200355457 Hz,high
84.92382812249723,48.5,3098.7466506889714 Hz,high
85.12552671277938,49.5,3105.956101022486 Hz,high
85.32722530306151,50.0,3113.1655513560004 Hz,high
85.52892389334366,51.0,3120.375001689515 Hz,high
85.7306224836258,52.0,3127.584452023029 Hz,high
85.93232107390794,53.0,3134.7939023565436 Hz,high
86.13401966419009,54.0,3142.0033526900584 Hz,high
86.33571825447223,56.33333333333334,3149.2128030235726 Hz,high
86.53741684475438,59.0,3156.4222533570874 Hz,high
86.73911543503651,62.5,3163.631703690601 Hz,high
86.94081402531866,66.5,3170.841154024116 Hz,high
87.14251261560081,71.5,3178.0506043576306 Hz,high
87.34421120588294,76.0,3185.260054691145 Hz,high
87.54590979616509,79.5,3192.4695050246596 Hz,high
87.74760838644724,80.5,3199.678955358174 Hz,high
87.94930697672937,83.0,3206.888405691688 Hz,high
88.15100556701152,84.0,3214.097856025203 Hz,high
88.35270415729366,85.5,3221.307306358717 Hz,high
88.5544027475758,89.5,3228.5167566922314 Hz,high
88.75610133785796,92.0,3235.726207025746 Hz,high
88.95779992814009,98.0,3242.9356573592604 Hz,high
89.15949851842224,104.5,3250.145107692775 Hz,high
89.36119710870437,109.0,3257.354558026289 Hz,high
89.56289569898652,110.0,3264.5640083598037 Hz,high
89.76459428926867,113.0,3271.7734586933184 Hz,high
89.9662928795508,113.5,3278.9829090268327 Hz,high
90.16799146983296,109.33333333333333,3286.1923593603474 Hz,high
90.36969006011509,105.0,3293.401809693861 Hz,high
90.57138865039724,97.11764705882354,3300.611260027376 Hz,high
90.77308724067939,92.5,3307.8207103608906 Hz,high
90.97478583096152,90.0,3315.030160694405 Hz,high
91.17648442124367,88.0,3322.2396110279196 Hz,high
91.37818301152582,87.0,3329.449061361434 Hz,high
91.57988160180795,85.5,3336.658511694948 Hz,high
91.7815801920901,85.0,3343.867962028463 Hz,high
91.98327878237224,85.0,3351.077412361977 Hz,high
92.18497737265439,86.5,3358.2868626954914 Hz,high
92.38667596293654,88.5,3365.496313029006 Hz,high
92.58837455321867,90.5,3372.7057633625204 Hz,high
92.79007314350082,93.0,3379.915213696035 Hz,high
92.99177173378295,98.5,3387.124664029549 Hz,high
93.1934703240651,101.7,3394.3341143630637 Hz,high
93.39516891434725,105.5,3401.5435646965784 Hz,high
93.59686750462939,111.0,3408.7530150300927 Hz,high
93.79856609491154,121.0,3415.9624653636074 Hz,high
94.00026468519368,127.32,3423.1719156971217 Hz,high
94.20196327547582,138.5483870967742,3430.381366030636 Hz,high
94.40366186575797,150.5,3437.5908163641507 Hz,high
94.6053604560401,157.5,3444.800266697665 Hz,high
94.80705904632225,164.0,3452.009717031179 Hz,high
95.0087576366044,165.89473684210526,3459.219167364694 Hz,high
95.21045622688654,169.0,3466.428617698208 Hz,high
95.41215481716868,166.5,3473.638068031723 Hz,high
95.61385340745082,160.5,3480.847518365237 Hz,high
95.81555199773297,154.0,3488.0569686987515 Hz,high
96.01725058801512,150.5,3495.266419032266 Hz,high
96.21894917829725,146.5,3502.4758693657805 Hz,high
96.4206477685794,143.5,3509.685319699295 Hz,high
96.62234635886153,143.0,3516.894770032809 Hz,high
96.82404494914368,142.5,3524.1042203663237 Hz,high
97.02574353942583,143.0,3531.3136706998384 Hz,high
97.22744212970797,144.5,3538.5231210333527 Hz,high
97.42914071999012,146.5,3545.7325713668674 Hz,high
97.63083931027226,150.0,3552.9420217003817 Hz,high
97.8325379005544,152.5,3560.151472033896 Hz,high
98.03423649083655,155.5,3567.3609223674107 Hz,high
98.23593508111868,160.5,3574.570372700925 Hz,high
98.43763367140083,163.5,3581.7798230344392 Hz,high
98.63933226168298,164.5,3588.989273367954 Hz,high
98.84103085196512,167.0,3596.198723701468 Hz,high
99.04272944224726,169.0,3603.408174034983 Hz,high
99.2444280325294,170.5,3610.617624368497 Hz,high
99.44612662281155,171.0,3617.8270747020115 Hz,high
99.6478252130937,172.5,3625.036525035526 Hz,high
99.84952380337583,173.0,3632.2459753690405 Hz,high
100.05122239365798,173.5,3639.455425702555 Hz,high
100.25292098394013,176.5,3646.66487603607 Hz,high
100.45461957422226,177.5,3653.8743263695837 Hz,high
100.65631816450441,179.5,3661.0837767030985 Hz,high
100.85801675478655,182.5,3668.2932270366127 Hz,high
101.0597153450687,187.5625,3675.5026773701275 Hz,high
101.26141393535084,195.0,3682.7121277036417 Hz,high
101.46311252563298,198.0,3689.921578037156 Hz,high
101.66481111591513,201.5,3697.1310283706707 Hz,high
101.86650970619726,201.5,3704.340478704185 Hz,high
102.06820829647941,201.0,3711.5499290376993 Hz,high
102.26990688676156,199.5,3718.759379371214 Hz,high
102.4716054770437,192.3846153846154,3725.9688297047283 Hz,high
102.67330406732584,183.57142857142856,3733.178280038243 Hz,high
102.87500265760798,176.5,3740.3877303717572 Hz,high
103.07670124789013,165.6,3747.5971807052715 Hz,high
103.27839983817228,157.1764705882353,3754.8066310387862 Hz,high
103.48009842845441,150.94117647058823,3762.0160813723005 Hz,high
103.68179701873656,147.0,3769.2255317058152 Hz,high
103.88349560901871,144.0,3776.43498203933 Hz,high
104.08519419930084,143.0,3783.6444323728438 Hz,high
104.28689278958299,142.0,3790.8538827063585 Hz,high
104.48859137986513,143.0,3798.0633330398728 Hz,high
104.69028997014728,144.5,3805.2727833733875 Hz,high
104.89198856042943,146.0,3812.4822337069018 Hz,high
105.09368715071156,150.5,3819.691684040416 Hz,high
105.29538574099371,153.5,3826.9011343739307 Hz,high
105.49708433127584,156.5,3834.110584707445 Hz,high
105.69878292155799,158.5,3841.3200350409593 Hz,high
105.90048151184014,158.5,3848.529485374474 Hz,high
106.10218010212228,155.0,3855.7389357079883 Hz,high
106.30387869240442,149.5,3862.948386041503 Hz,high
106.50557728268657,140.7037037037037,3870.1578363750177 Hz,high
106.70727587296871,134.33333333333331,3877.3672867085315 Hz,high
106.90897446325086,125.5,3884.5767370420463 Hz,high
107.11067305353299,116.5,3891.7861873755605 Hz,high
107.31237164381514,111.0,3898.9956377090753 Hz,high
107.51407023409729,109.5,3906.20508804259 Hz,high
107.71576882437942,108.5,3913.414538376104 Hz,high
107.91746741466157,107.0,3920.6239887096185 Hz,high
108.11916600494371,107.0,3927.833439043133 Hz,high
108.32086459522586,108.0,3935.0428893766475 Hz,high
108.522563185508,109.0,3942.252339710162 Hz,high
108.72426177579014,110.5,3949.461790043676 Hz,high
108.92596036607229,111.0,3956.6712403771908 Hz,high
109.12765895635442,107.5,3963.880690710705 Hz,high
109.32935754663657,103.52941176470588,3971.0901410442193 Hz,high
109.53105613691872,102.0,3978.299591377734 Hz,high
109.73275472720086,93.79166666666666,3985.5090417112483 Hz,high
109.934453317483,85.86363636363637,3992.718492044763 Hz,high
110.13615190776515,78.26666666666668,3999.9279423782777 Hz,high
110.33785049804729,74.5,4007.1373927117916 Hz,high
110.53954908832944,70.5,4014.3468430453063 Hz,high
110.74124767861157,68.0,4021.5562933788206 Hz,high
110.94294626889372,65.5,4028.7657437123353 Hz,high
111.14464485917587,64.0,4035.97519404585 Hz,high
111.346343449458,63.5,4043.184644379364 Hz,high
111.54804203974015,62.5,4050.3940947128785 Hz,high
111.74974063002229,60.5,4057.603545046393 Hz,high
111.95143922030444,59.0,4064.8129953799075 Hz,high
112.15313781058659,57.0,4072.022445713422 Hz,high
112.35483640086872,54.55555555555554,4079.231896046936 Hz,high
112.55653499115087,52.5,4086.441346380451 Hz,high
112.75823358143302,50.5,4093.6507967139655 Hz,high
112.95993217171515,49.0,4100.86024704748 Hz,high
113.1616307619973,49.0,4108.069697380994 Hz,high
113.36332935227944,48.5,4115.279147714508 Hz,high
113.56502794256158,48.0,4122.488598048023 Hz,high
113.76672653284373,48.0,4129.698048381538 Hz,high
113.96842512312587,48.0,4136.907498715052 Hz,high
114.17012371340802,48.0,4144.116949048566 Hz,high
114.37182230369015,48.0,4151.32639938208 Hz,high
114.5735208939723,48.0,4158.535849715596 Hz,high
114.77521948425445,48.0,4165.74530004911 Hz,high
114.97691807453658,48.0,4172.954750382623 Hz,high
115.17861666481873,48.0,4180.164200716139 Hz,high
115.38031525510087,48.0,4187.373651049653 Hz,high
115.58201384538302,48.0,4194.583101383168 Hz,high
115.78371243566517,47.5,4201.792551716682 Hz,high
115.9854110259473,47.5,4209.002002050196 Hz,high
116.18710961622945,48.0,4216.211452383711 Hz,high
116.3888082065116,48.0,4223.4209027172255 Hz,high
116.59050679679373,48.0,4230.630353050739 Hz,high
116.79220538707588,48.0,4237.839803384254 Hz,high
116.99390397735802,47.5,4245.049253717768 Hz,high
117.19560256764017,48.0,4252.258704051283 Hz,high
117.39730115792231,48.0,4259.468154384797 Hz,high
117.59899974820445,48.5,4266.677604718312 Hz,high
117.8006983384866,48.0,4273.887055051827 Hz,high
118.00239692876873,48.0,4281.096505385341 Hz,high
118.20409551905088,48.0,4288.305955718855 Hz,high
118.40579410933303,48.0,4295.51540605237 Hz,high
118.60749269961516,48.5,4302.724856385884 Hz,high
118.80919128989731,48.5,4309.934306719399 Hz,high
119.01088988017946,48.0,4317.143757052913 Hz,high
119.2125884704616,48.0,4324.353207386427 Hz,high
119.41428706074375,47.5,4331.562657719942 Hz,high
