x_rel,y_rel,x_abs,res
63.91951814289738,48.0,2347.9752676275343 Hz,high
64.13173725281436,48.5,2355.5607600726175 Hz,high
64.34395636273135,48.5,2363.1462525177008 Hz,high
64.55617547264833,48.0,2370.731744962784 Hz,high
64.76839458256532,47.5,2378.3172374078677 Hz,high
64.98061369248231,48.0,2385.902729852951 Hz,high
65.1928328023993,47.5,2393.488222298034 Hz,high
65.40505191231628,47.0,2401.0737147431178 Hz,high
65.61727102223327,47.5,2408.659207188201 Hz,high
65.82949013215026,48.0,2416.244699633284 Hz,high
66.04170924206724,48.0,2423.8301920783674 Hz,high
66.25392835198423,47.5,2431.415684523451 Hz,high
66.46614746190122,47.5,2439.0011769685343 Hz,high
66.6783665718182,47.5,2446.5866694136175 Hz,high
66.89058568173519,48.0,2454.1721618587007 Hz,high
67.10280479165218,48.0,2461.7576543037844 Hz,high
67.31502390156916,48.0,2469.3431467488676 Hz,high
67.52724301148615,48.0,2476.928639193951 Hz,high
67.73946212140314,48.0,2484.5141316390345 Hz,high
67.95168123132012,48.0,2492.0996240841177 Hz,high
68.16390034123711,48.0,2499.685116529201 Hz,high
68.3761194511541,48.0,2507.270608974284 Hz,high
68.58833856107108,48.0,2514.856101419368 Hz,high
68.80055767098807,48.5,2522.441593864451 Hz,high
69.01277678090504,48.0,2530.027086309534 Hz,high
69.22499589082203,48.0,2537.612578754617 Hz,high
69.43721500073902,48.0,2545.1980711997007 Hz,high
69.649434110656,48.5,2552.783563644784 Hz,high
69.86165322057299,48.0,2560.369056089867 Hz,high
70.07387233048998,48.5,2567.954548534951 Hz,high
70.28609144040696,48.0,2575.540040980034 Hz,high
70.49831055032395,48.0,2583.1255334251173 Hz,high
70.71052966024094,48.0,2590.7110258702005 Hz,high
70.92274877015792,48.0,2598.296518315284 Hz,high
71.13496788007491,48.0,2605.8820107603674 Hz,high
71.3471869899919,48.0,2613.4675032054506 Hz,high
71.55940609990888,47.5,2621.052995650534 Hz,high
71.77162520982587,48.5,2628.6384880956175 Hz,high
71.98384431974286,47.5,2636.2239805407007 Hz,high
72.19606342965984,48.0,2643.809472985784 Hz,high
72.40828253957683,48.5,2651.3949654308676 Hz,high
72.62050164949382,48.5,2658.980457875951 Hz,high
72.8327207594108,48.5,2666.565950321034 Hz,high
73.04493986932779,48.5,2674.1514427661173 Hz,high
73.25715897924478,48.0,2681.736935211201 Hz,high
73.46937808916176,48.0,2689.322427656284 Hz,high
73.68159719907875,48.0,2696.9079201013674 Hz,high
73.89381630899574,47.5,2704.4934125464506 Hz,high
74.10603541891271,48.0,2712.078904991534 Hz,high
74.3182545288297,48.0,2719.664397436617 Hz,high
74.53047363874668,48.0,2727.2498898817003 Hz,high
74.74269274866367,48.0,2734.8353823267835 Hz,high
74.95491185858066,48.0,2742.420874771867 Hz,high
75.16713096849764,48.0,2750.0063672169504 Hz,high
75.37935007841463,48.0,2757.5918596620336 Hz,high
75.59156918833162,48.0,2765.1773521071173 Hz,high
75.8037882982486,48.5,2772.7628445522005 Hz,high
76.01600740816559,47.5,2780.3483369972837 Hz,high
76.22822651808258,48.0,2787.933829442367 Hz,high
76.44044562799957,48.0,2795.5193218874506 Hz,high
76.65266473791655,48.0,2803.104814332534 Hz,high
76.86488384783354,48.0,2810.690306777617 Hz,high
77.07710295775053,48.0,2818.2757992227007 Hz,high
77.28932206766751,48.0,2825.861291667784 Hz,high
77.5015411775845,48.0,2833.446784112867 Hz,high
77.71376028750149,48.0,2841.0322765579504 Hz,high
77.92597939741847,48.0,2848.617769003034 Hz,high
78.13819850733546,48.0,2856.2032614481172 Hz,high
78.35041761725245,48.0,2863.7887538932005 Hz,high
78.56263672716943,48.0,2871.3742463382837 Hz,high
78.77485583708642,48.0,2878.9597387833674 Hz,high
78.9870749470034,48.0,2886.5452312284506 Hz,high
79.19929405692038,48.0,2894.1307236735333 Hz,high
79.41151316683737,47.5,2901.7162161186166 Hz,high
79.62373227675435,48.0,2909.3017085637002 Hz,high
79.83595138667134,48.0,2916.8872010087834 Hz,high
80.04817049658833,48.5,2924.4726934538667 Hz,high
80.26038960650531,48.0,2932.0581858989503 Hz,high
80.4726087164223,48.5,2939.6436783440336 Hz,high
80.68482782633929,48.5,2947.229170789117 Hz,high
80.89704693625627,48.5,2954.8146632342 Hz,high
81.10926604617326,48.5,2962.4001556792837 Hz,high
81.32148515609025,48.5,2969.985648124367 Hz,high
81.53370426600723,48.0,2977.57114056945 Hz,high
81.74592337592422,48.0,2985.1566330145333 Hz,high
81.95814248584121,48.0,2992.742125459617 Hz,high
82.1703615957582,47.5,3000.3276179047 Hz,high
82.38258070567518,47.5,3007.9131103497834 Hz,high
82.59479981559217,48.0,3015.498602794867 Hz,high
82.80701892550915,48.5,3023.0840952399503 Hz,high
83.01923803542614,48.5,3030.6695876850335 Hz,high
83.23145714534313,48.0,3038.2550801301168 Hz,high
83.44367625526012,48.0,3045.8405725752004 Hz,high
83.6558953651771,48.5,3053.4260650202837 Hz,high
83.86811447509409,48.5,3061.011557465367 Hz,high
84.08033358501108,48.5,3068.59704991045 Hz,high
84.29255269492806,48.5,3076.1825423555338 Hz,high
84.50477180484503,48.5,3083.7680348006165 Hz,high
84.71699091476202,49.0,3091.3535272456998 Hz,high
84.92921002467901,49.0,3098.939019690783 Hz,high
85.141429134596,49.0,3106.5245121358666 Hz,high
85.35364824451298,49.5,3114.11000458095 Hz,high
85.56586735442997,50.5,3121.695497026033 Hz,high
85.77808646434696,52.0,3129.2809894711168 Hz,high
85.99030557426394,53.5,3136.8664819162 Hz,high
86.20252468418093,56.0,3144.451974361283 Hz,high
86.41474379409792,58.0,3152.0374668063664 Hz,high
86.6269629040149,59.0,3159.62295925145 Hz,high
86.83918201393189,61.0,3167.2084516965333 Hz,high
87.05140112384888,62.5,3174.7939441416165 Hz,high
87.26362023376586,64.5,3182.3794365867 Hz,high
87.47583934368285,66.5,3189.9649290317834 Hz,high
87.68805845359984,68.5,3197.5504214768666 Hz,high
87.90027756351682,72.5,3205.13591392195 Hz,high
88.11249667343381,76.0,3212.7214063670335 Hz,high
88.3247157833508,78.0,3220.3068988121167 Hz,high
88.53693489326778,78.5,3227.8923912572 Hz,high
88.74915400318477,78.5,3235.477883702283 Hz,high
88.96137311310176,78.0,3243.063376147367 Hz,high
89.17359222301874,76.0,3250.64886859245 Hz,high
89.38581133293573,75.0,3258.2343610375333 Hz,high
89.5980304428527,74.5,3265.819853482616 Hz,high
89.81024955276969,75.0,3273.4053459276997 Hz,high
90.02246866268668,77.0,3280.990838372783 Hz,high
90.23468777260366,78.5,3288.576330817866 Hz,high
90.44690688252065,79.5,3296.16182326295 Hz,high
90.65912599243764,82.0,3303.747315708033 Hz,high
90.87134510235462,87.5,3311.3328081531163 Hz,high
91.08356421227161,93.5,3318.9183005981995 Hz,high
91.2957833221886,99.5,3326.503793043283 Hz,high
91.50800243210558,105.0,3334.0892854883664 Hz,high
91.72022154202257,109.5,3341.6747779334496 Hz,high
91.93244065193956,113.5,3349.260270378533 Hz,high
92.14465976185654,112.0,3356.8457628236165 Hz,high
92.35687887177353,111.5,3364.4312552686997 Hz,high
92.56909798169052,109.0,3372.016747713783 Hz,high
92.7813170916075,105.5,3379.6022401588666 Hz,high
92.99353620152449,102.5,3387.18773260395 Hz,high
93.20575531144148,101.0,3394.773225049033 Hz,high
93.41797442135847,101.0,3402.3587174941163 Hz,high
93.63019353127545,102.5,3409.9442099392 Hz,high
93.84241264119244,105.0,3417.529702384283 Hz,high
94.05463175110943,109.0,3425.1151948293664 Hz,high
94.26685086102641,110.0,3432.70068727445 Hz,high
94.4790699709434,117.0,3440.2861797195333 Hz,high
94.69128908086037,123.5,3447.871672164616 Hz,high
94.90350819077736,130.0,3455.4571646096992 Hz,high
95.11572730069435,139.0,3463.0426570547825 Hz,high
95.32794641061133,145.0,3470.628149499866 Hz,high
95.54016552052832,149.4375,3478.2136419449494 Hz,high
95.7523846304453,154.5,3485.7991343900326 Hz,high
95.96460374036229,153.5,3493.3846268351163 Hz,high
96.17682285027928,153.0,3500.9701192801995 Hz,high
96.38904196019627,150.5,3508.5556117252827 Hz,high
96.60126107011325,146.5,3516.141104170366 Hz,high
96.81348018003024,145.5,3523.7265966154496 Hz,high
97.02569928994723,144.0,3531.312089060533 Hz,high
97.23791839986421,144.0,3538.897581505616 Hz,high
97.4501375097812,145.0,3546.4830739506997 Hz,high
97.66235661969819,147.5,3554.068566395783 Hz,high
97.87457572961517,149.5,3561.654058840866 Hz,high
98.08679483953216,150.5,3569.2395512859493 Hz,high
98.29901394944915,153.0,3576.825043731033 Hz,high
98.51123305936613,156.0,3584.4105361761162 Hz,high
98.72345216928312,161.5,3591.9960286211995 Hz,high
98.93567127920011,163.5,3599.5815210662827 Hz,high
99.1478903891171,166.0,3607.1670135113663 Hz,high
99.36010949903408,167.5,3614.7525059564496 Hz,high
99.57232860895107,171.5,3622.337998401533 Hz,high
99.78454771886804,173.5,3629.9234908466156 Hz,high
99.99676682878503,174.5,3637.508983291699 Hz,high
100.20898593870201,178.0,3645.0944757367824 Hz,high
100.421205048619,183.0,3652.6799681818657 Hz,high
100.63342415853599,188.10526315789474,3660.2654606269493 Hz,high
100.84564326845297,194.5,3667.8509530720326 Hz,high
101.05786237836996,197.4375,3675.4364455171158 Hz,high
101.27008148828695,200.5,3683.021937962199 Hz,high
101.48230059820393,201.0,3690.6074304072827 Hz,high
101.69451970812092,196.5,3698.192922852366 Hz,high
101.90673881803791,196.0,3705.778415297449 Hz,high
102.1189579279549,189.43333333333334,3713.3639077425323 Hz,high
102.33117703787188,182.04,3720.949400187616 Hz,high
102.54339614778887,177.0,3728.534892632699 Hz,high
102.75561525770586,171.31578947368422,3736.1203850777824 Hz,high
102.96783436762284,167.0,3743.705877522866 Hz,high
103.18005347753983,165.5,3751.2913699679493 Hz,high
103.39227258745682,166.5,3758.8768624130325 Hz,high
103.6044916973738,167.0,3766.4623548581158 Hz,high
103.81671080729079,167.0,3774.0478473031994 Hz,high
104.02892991720778,167.0,3781.6333397482827 Hz,high
104.24114902712476,165.0,3789.218832193366 Hz,high
104.45336813704175,160.89473684210526,3796.8043246384495 Hz,high
104.66558724695874,155.5,3804.3898170835328 Hz,high
104.87780635687572,145.5,3811.975309528616 Hz,high
105.0900254667927,136.0,3819.5608019736987 Hz,high
105.30224457670968,130.0,3827.1462944187824 Hz,high
105.51446368662667,124.5,3834.7317868638656 Hz,high
105.72668279654366,123.5,3842.317279308949 Hz,high
105.93890190646064,120.0,3849.902771754032 Hz,high
106.15112101637763,118.5,3857.4882641991157 Hz,high
106.36334012629462,117.0,3865.073756644199 Hz,high
106.5755592362116,115.5,3872.659249089282 Hz,high
106.78777834612859,111.4375,3880.2447415343654 Hz,high
106.99999745604558,104.5,3887.830233979449 Hz,high
107.21221656596256,99.5,3895.4157264245323 Hz,high
107.42443567587955,91.5,3903.0012188696155 Hz,high
107.63665478579654,90.5,3910.586711314699 Hz,high
107.84887389571352,83.0,3918.1722037597824 Hz,high
108.06109300563051,78.0,3925.7576962048656 Hz,high
108.2733121155475,74.0,3933.343188649949 Hz,high
108.48553122546448,70.0,3940.9286810950325 Hz,high
108.69775033538147,68.0,3948.5141735401157 Hz,high
108.90996944529846,67.0,3956.099665985199 Hz,high
109.12218855521544,66.0,3963.685158430282 Hz,high
109.33440766513243,66.0,3971.270650875366 Hz,high
109.54662677504942,66.5,3978.856143320449 Hz,high
109.7588458849664,66.5,3986.4416357655323 Hz,high
109.97106499488339,67.0,3994.027128210616 Hz,high
110.18328410480036,67.0,4001.6126206556987 Hz,high
110.39550321471735,64.5,4009.198113100782 Hz,high
110.60772232463434,62.5,4016.783605545865 Hz,high
110.81994143455132,60.0,4024.369097990949 Hz,high
111.03216054446831,57.0,4031.954590436032 Hz,high
111.2443796543853,54.0,4039.5400828811153 Hz,high
111.45659876430229,53.5,4047.1255753261985 Hz,high
111.66881787421927,53.0,4054.711067771282 Hz,high
111.88103698413626,52.5,4062.2965602163654 Hz,high
112.09325609405325,51.5,4069.8820526614486 Hz,high
112.30547520397023,51.0,4077.467545106532 Hz,high
112.51769431388722,50.5,4085.0530375516155 Hz,high
112.7299134238042,49.5,4092.6385299966987 Hz,high
112.94213253372119,48.5,4100.224022441782 Hz,high
113.15435164363818,48.0,4107.809514886865 Hz,high
113.36657075355517,48.5,4115.395007331948 Hz,high
113.57878986347215,48.5,4122.980499777032 Hz,high
113.79100897338914,48.5,4130.565992222115 Hz,high
114.00322808330613,48.5,4138.151484667199 Hz,high
114.21544719322311,48.5,4145.736977112282 Hz,high
114.4276663031401,48.5,4153.322469557365 Hz,high
114.63988541305709,48.0,4160.9079620024495 Hz,high
114.85210452297407,48.5,4168.493454447533 Hz,high
115.06432363289106,48.5,4176.078946892616 Hz,high
115.27654274280803,48.5,4183.664439337698 Hz,high
115.48876185272502,48.5,4191.249931782782 Hz,high
115.700980962642,47.5,4198.835424227865 Hz,high
115.913200072559,47.5,4206.420916672949 Hz,high
116.12541918247598,48.0,4214.006409118032 Hz,high
116.33763829239297,47.5,4221.591901563115 Hz,high
116.54985740230995,48.0,4229.1773940081985 Hz,high
116.76207651222694,48.0,4236.762886453282 Hz,high
116.97429562214393,48.0,4244.348378898365 Hz,high
117.18651473206091,48.0,4251.933871343448 Hz,high
117.3987338419779,47.5,4259.519363788532 Hz,high
117.61095295189489,48.0,4267.1048562336155 Hz,high
117.82317206181187,48.0,4274.690348678699 Hz,high
118.03539117172886,48.0,4282.275841123782 Hz,high
118.24761028164585,48.0,4289.861333568865 Hz,high
118.45982939156283,47.5,4297.446826013948 Hz,high
118.67204850147982,48.0,4305.032318459032 Hz,high
118.88426761139681,48.0,4312.617810904115 Hz,high
119.0964867213138,48.0,4320.203303349199 Hz,high
119.30870583123078,48.0,4327.788795794282 Hz,high
119.52092494114777,48.5,4335.374288239365 Hz,high
119.73314405106476,48.0,4342.959780684449 Hz,high
119.94536316098174,48.0,4350.545273129532 Hz,high
